Changed?,Name,Description,Name_en,Description_en,
,Wicker Gemstaff_downgraded,Deal [ice]5 damage|Inflict [ice]1 freeze,Wicker Gemstaff_downgraded,[1f4e4][ice][35-20E3][1f915]|[1f4e4][ice][31-20E3],
,Iced Latte,Self inflict [ice]1 freeze|(Always offered as scrap),[1f9ca-border][2615-border],[1f4e5][ice][31-20E3]|[1f932][267b][267e][2694],
,Iced Latte_upgraded,Roll an extra 1|(Always offered as scrap),Iced Latte_upgraded,[1f504][31-20E3]|[1f932][267b][267e][2694],
,Iced Latte_downgraded,Self inflict [ice]2 freeze|(Always offered as scrap),Iced Latte_downgraded,[1f4e5][ice][32-20E3]|[1f932][267b][267e][2694],
,Fire Age,Burn all dice,[fire-border][1f5d3-border],[fire][267e][dice],
,Flame Shatter,Do [fire]<d6> damage[;]|+[fire]3 if enemy is burnt,[fire-border][1f494-border],[1f4e4][fire]<d6>[1f915]||[2197][fire][27a1][2795][fire][33-20E3],
,Flame Shatter_upgraded,Do [fire]<d6> damage[;]|double if enemy is burnt,Flame Shatter_upgraded,[1f4e4][fire]<d6>[1f915]|[2197][fire][27a1][32-20E3][2716],
,Pitchfork,Do [sword]<d6> damage[;]|[fire]Burn and [shock]Shock,[1f468-200D-1f33e-border][1f531-border],[1f4e4][sword]<d6>[1f915]|[fire]|[shock],
,Pitchfork_downgraded,Do [sword]<d6> damage,Pitchfork_downgraded,[1f4e4][sword]<d6>[1f915],
,Furnace,[fire]4 damage + [fire]1 burn|[gray](Reuseable),[1f9f1-border][fire-border],[fire][34-20E3][1f915][2795][fire][31-20E3]|,
,Furnace_upgraded,[fire]6 damage + [fire]1 burn|[gray](Reuseable),Furnace_upgraded,[fire][36-20E3][1f915][2795][fire][31-20E3]|,
,Furnace_downgraded,[fire]2 damage + [fire]1 burn|[gray](Reuseable),Furnace_downgraded,[fire][32-20E3][1f915][2795][fire][31-20E3]|,
,Fool's Frost,Inflict [vanish]Vanish,[1f921-border][ice-border],[1f4e4][vanish],
,Fool's Frost_downgraded,Inflict [ice]1 freeze,Fool's Frost_downgraded,[1f4e4][ice][31-20E3],
,Fool's Frost_weakened,Inflict [ice]1 freeze,Fool's Frost_weakened,[1f4e4][ice][31-20E3],
,Sinkhole,Inflict [weaken]3 weaken,[1f573-border],[1f4e4][weaken][33-20E3],
,Sinkhole_downgraded,Inflict [weaken]2 weaken,Sinkhole_downgraded,[1f4e4][weaken][32-20E3],
,Sinkhole_upgraded,Inflict [weaken]4 weaken,Sinkhole_upgraded,[1f4e4][weaken][34-20E3],
,Flame War,Do [fire]5 damage|Burn [fire]1 dice,[fire-border][2694-border],[1f4e4][fire][35-20E3][1f915]|[fire][31-20E3][dice],
,Flame War_upgraded,Do [fire]10 damage|Burn [fire]2 dice,Flame War_upgraded,[1f4e4][fire][31-20E3][30-20E3][1f915]|[fire][32-20E3][dice],
,Flame War_downgraded,Do [fire]5 damage,Flame War_downgraded,[1f4e4][fire][35-20E3][1f915],
,System Shock,Do [shock]5 damage|Inflict [shock]1 shock,[1f5a5-border][shock-border],[1f4e4][shock][35-20E3][1f915]|[1f4e4][shock][31-20E3],
,System Shock_upgraded,Do [shock]10 damage|Inflict [shock]2 shock,System Shock_upgraded,[1f4e4][shock][31-20E3][30-20E3][1f915]|[1f4e4][shock][32-20E3],
,System Shock_downgraded,Do [shock]5 damage,System Shock_downgraded,[1f4e4][shock][35-20E3][1f915],
,Gemstone Staff?,Do [ice]6 damage|Inflict [ice]1 freeze,[1f48e-border][1f9af-border][2753-border],[1f4e4][ice][36-20E3][1f915]|[1f4e4][ice][31-20E3],
,Gemstone Staff?_weakened,Do [ice]3 damage|Inflict [ice]1 freeze,Gemstone Staff?_weakened,[1f4e4][ice][33-20E3][1f915]|[1f4e4][ice][31-20E3],
,Gemstone Staff?_downgraded,Do [ice]3 damage|Inflict [ice]1 freeze,Gemstone Staff?_downgraded,[1f4e4][ice][33-20E3][1f915]|[1f4e4][ice][31-20E3],
,Cold War,Do [ice]5 damage|Inflict [ice]1 freeze,[1f976-border][2694-border],[1f4e4][ice][35-20E3][1f915]|[1f4e4][ice][31-20E3],
,Cold War_upgraded,Do [ice]10 damage|Inflict [ice]2 freeze,Cold War_upgraded,[1f4e4][ice][31-20E3][30-20E3][1f915]|[1f4e4][ice][32-20E3],
,Cold War_downgraded,Do [ice]5 damage,Cold War_downgraded,[1f4e4][ice][35-20E3][1f915],
,Combat Roll@jesterwarrior,Reroll a dice,[2694-border][1f504-border]@[1f0cf-border][2694-border],[1f504][dice],
,Combat Roll@jesterwarrior_upgraded,Reroll the dice[;] get a|higher value than before,Combat Roll@jesterwarrior_upgraded,[1f4e5][dice][26d4][2935][1f449][dice],
,Judgement,(special),[1f9d1-200D-2696-FE0F-border],(special),
,Precious Egg,(special),[1f44d-border][1f95a-border],(special),
,Rotten Egg,(special),[1f44e-border][1f95a-border],(special),
,Transformer,(special),[2795-border][1f6e0-border],(special),
,Uptick,(special),[1f39a-border],(special),
,(generic),After the battle[comma] keep[newline]one piece of equipment,(generic),[23ed][1f449][2694][1f4e5][2197][1f6e0],
,(generic),After the battle[comma] keep[newline]one piece of equipment[newline][gray](activated),(generic),[23ed][1f449][2694][1f4e5][2197][1f6e0]|[26d4][1f590][1f449][2694],
